Question,label,pred,diff
Can self-help resources replace doctor consultations?,0,0,0
Are self-help resources meant to be used at any pace?,1,1,0
Is it necessary to consult a doctor for depression?,1,1,0
Does physical health have an impact on mental health?,1,1,0
Can mental health affect physical health?,1,1,0
Is there no connection between physical and mental health?,0,0,0
Do all people have the same relationship with substances like alcohol and other drugs?,0,0,0
Can substances that are beneficial for some individuals cause problems for others?,1,1,0
Is it possible for the same person to experience different outcomes with substances in various situations?,1,1,0
Are alcohol and other drugs used by people for the same reasons?,0,1,1
Does everyone experience the same effects when using substances like alcohol and other drugs?,0,0,0
Is a psychiatrist a medical doctor with extra training in mental health?,1,1,0
Psychiatrists can prescribe medications.,1,1,0
All psychiatrists use psychotherapy approaches like cognitive-behavioural therapy to treat mental health problems.,0,0,0
"Many psychiatrists work at hospitals, clinics, or health centers.",1,1,0
Some psychiatrists have a private office.,1,1,0
You always need another doctor's referral to see a psychiatrist.,1,0,-1
"If you have a valid BC Services or CareCard, you need to pay to see a psychiatrist.",0,0,0
A registered psychologist prescribes medication.,0,0,0
Registered psychologists have graduate degrees in psychology.,1,1,0
Registered psychologists can work in hospitals or schools.,1,1,0
"To access a registered psychologist in the public system, you need a doctor's referral, and costs are usually covered.",1,1,0
Most people need a referral to access registered psychologists through the private system.,0,1,1
The costs of seeing a registered psychologist in the private system are covered by MSP.,0,0,0
Employee health plans may cover the costs of seeing a registered psychologist.,1,1,0
A registered psychologist's fees are fixed and do not vary.,0,0,0
Some registered psychologists offer lower fees to people with lower incomes.,1,1,0
The practical differences in how psychiatrists and psychologists work are always clear.,0,0,0
Finding a professional who supports your own goals is the most important part of your treatment and care.,1,1,0
The professional's philosophy of care is not relevant when choosing a mental health professional.,0,0,0
Your relationship with the professional is what matters the most in your treatment.,1,1,0
Focusing on the designation of the professional is essential when choosing mental health services.,0,1,1
A family doctor's recommendations are helpful when searching for a mental health professional.,1,1,0
Local mental health organizations can't provide assistance in finding a mental health professional.,0,0,0
You can find local branches through provincial organizations behind HeretoHelp.,1,1,0
Community health centers can suggest mental health professionals.,1,1,0
Psychiatrists and psychologists have the same educational background.,0,0,0
Psychiatrists can offer psychotherapy without additional training.,0,1,1
You need a referral to access registered psychologists in the private system.,0,1,1
Employee health plans never cover the costs of seeing a registered psychologist.,0,0,0
Registered psychologists always charge the same fees for their services.,0,0,0
The practical differences between professionals in mental health are essential when choosing one.,0,1,1
The most critical factor in treatment and care is the professional's philosophy of care.,0,1,1
The relationship with the professional has little impact on the treatment process.,0,0,0
Focusing on finding a professional who meets your needs and expectations is unnecessary.,0,0,0
A family doctor's recommendations are irrelevant in the search for a mental health professional.,0,0,0
Local mental health organizations are not equipped to help find a mental health professional.,0,0,0
Community health centers do not have information on mental health professionals.,0,0,0
Psychiatrists can't choose to prescribe medications.,0,0,0
Registered psychologists can prescribe medications.,0,0,0
All psychiatrists work in private offices.,0,0,0
MSP does not cover the fees for seeing a psychiatrist.,0,0,0
Employee health plans never cover the costs of seeing a registered psychologist.,0,0,0
Registered psychologists have fixed fees that do not vary based on income.,0,0,0
The practical differences in how psychiatrists and psychologists work are always clear.,0,0,0
The most important part of treatment and care is the professional's philosophy of care.,0,0,0
The relationship with the professional has little impact on the treatment process.,0,0,0
Designation is the key factor when choosing a mental health professional.,0,0,0
Your family doctor cannot help you find a mental health professional.,0,0,0
HeretoHelp is not associated with provincial organizations.,0,0,0
Community health centers cannot provide recommendations for mental health professionals.,0,0,0
Psychotherapy and counselling are two distinct practices.,0,1,1
Psychotherapists and counsellors have similar training.,1,1,0
All mental health professionals can provide counselling.,1,0,-1
Therapists always know their clients personally.,0,0,0
Cognitive-behavioural therapy focuses on changing actions.,1,1,0
Psychotherapies have no evidence of being effective.,0,0,0
Emotion-focused therapy is based on changing emotions.,1,1,0
Therapy outcomes depend solely on the therapist's values.,0,0,0
Asking about professional organization membership is vital.,1,1,0
Interpersonal therapy lacks evidence of effectiveness.,0,0,0
Dialectical behaviour therapy focuses on communication.,0,1,1
Faith leaders cannot provide counselling.,0,0,0
Therapists use different theories to address issues.,1,1,0
Psychotherapy can be ineffective for mental health problems.,0,1,1
Talking with a therapist always requires payment.,0,0,0
Registered clinical counsellors are psychologists.,0,0,0
Cognitive-behavioural therapy is the only effective approach.,0,0,0
